Content,output_dir,file name,input_file,language,count,random_sequences,include_letters,include_numbers,include_symbols,length,random,format,thread_count,extension,skew_angle,random_skew,use_wikipedia,blur,random_blur,background,handwritten,name_format,distorsion,distorsion_orientation,width,alignment,orientation,text_color,space_width,margins,fit,font,case,MS-OCR eng. result,Raw Score
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_20.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.8555807105615392,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,rm iJ&aeh,0.216216216216216
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_21.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.290104496096518,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_22.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.367838391597068,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_23.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.78152511655425,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_24.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.1956157632441773,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_25.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.872914397764017,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,rm Pot;e,0.277777777777778
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_26.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.2400426838230949,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_27.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.4053650289160258,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_28.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.9374051465786404,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_29.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.6089057197585834,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_3.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.5840280822837496,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_30.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.9520854388047537,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_31.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.006834803645887,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_32.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.258747844294963,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_33.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.9655066254883744,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Hello. I'm Pablo from UiPath,0.964285714285714
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_34.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.6595543596120383,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_35.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.02237060765246568,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_36.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.1799562341733036,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Hello. Cm Pablo from UIPath,0.872727272727273
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_37.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.7452868598204287,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_38.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.203089439506767,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_39.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.8910908286719543,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_4.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,2.8312571012270693,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_40.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.8876680252810276,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_41.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.7264851336815492,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_42.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.950030570397002,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_43.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.9101052068678901,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Hello. I'm Pablo from UiPath,0.964285714285714
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_44.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.752550808790899,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_45.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.025560779940793754,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_46.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.608528996635862,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_47.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.48058584819544636,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_48.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.1100105453947684,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_49.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.4844353674705593,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_5.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.9958121800128219,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Hello. I'm Pablo from UiPath,0.964285714285714
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_50.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.283139340659369,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_51.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.5052134242695048,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_52.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.0725309857619814,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_53.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.4729993848224479,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Hebo. rm Pabk) UtPath,0.612244897959184
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_54.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.3829054299210095,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_55.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.9505421844415642,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_56.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.793034169853199,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_57.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.0531143096676168,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Hello. I'm Pablo from IJiPath,0.912280701754386
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_58.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.7801658597046677,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_59.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,3.3177114041925377,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_6.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.6958759828500942,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,rm l.-hPafh,0.307692307692308
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_60.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,0.8617517298523039,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,"Hello, I'm Pablo from UiPath",1
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_61.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.9212156603999677,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Failed to Read,0
"Hello, I'm Pablo from UiPath",out/,"Hello, I'm Pablo from UiPath_62.jpg",texts\test.txt,en,100,False,False,False,False,1,False,32,1,jpg,0,False,False,1.1526345454442404,True,0,False,0,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 5)",False,\\Mac\Home\Documents\UiPath\OCR_testing_tool\project_folder\TextRecogDataGen\TextRecogDataGen\fonts\latin\OpenSans-Regular.ttf,,Hello. I'm Pablo from IJIPath,0.87719298245614
