Content,output_dir,file name,input_file,language,count,random_sequences,include_letters,include_numbers,include_symbols,length,random,format,thread_count,extension,skew_angle,random_skew,use_wikipedia,blur,random_blur,background,handwritten,name_format,distorsion,distorsion_orientation,width,alignment,orientation,text_color,space_width,margins,fit,font,case,MS-OCR eng. result,Raw Score
I always liked mysterious characters more.,out_random/,concat_27.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,42,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I always liked mysterious characters,0.923076923076923
You should sleep.,out_random/,concat_28.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,17,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,You should sleep.,1
I'm going to go.,out_random/,concat_29.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,16,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I'm going to go,0.967741935483871
I told them to send me another ticket.,out_random/,concat_30.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,38,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I told them to send me another Ocker,0.918918918918919
You're so impatient with me.,out_random/,concat_31.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,28,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,You're so impatient with me,0.981818181818182
I can't live that kind of life.,out_random/,concat_32.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,31,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I can't live that kind of Me.,0.933333333333333
I once wanted to be an astrophysicist.,out_random/,concat_33.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,38,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I once wanted to be an astrophysicist.,1
I never liked biology.,out_random/,concat_34.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,22,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"I never liked book"".",0.857142857142857
The last person I told my idea to thought I was nuts.,out_random/,concat_35.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,53,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,The last person I told my idea to thought I was nuts,0.990476190476191
"If the world weren't in the shape it is now, I could trust anyone.",out_random/,concat_36.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,66,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"If the world weren't in the shape it is now, I could trust anyone.",1
It is unfortunately true.,out_random/,concat_37.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,25,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,It is unfortunately true.,1
They are too busy fighting against each other to care for common ideals.,out_random/,concat_38.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,72,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,They are too busy fighting against each other to care for common ideals,0.993006993006993
Most people think I'm crazy.,out_random/,concat_39.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,28,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Most people think I'm crary.,0.964285714285714
No I'm not; you are!,out_random/,concat_40.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,20,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,No I'm not; you aret,0.95
That's MY line!,out_random/,concat_41.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,15,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,That's MY line',0.933333333333333
He's kicking me!,out_random/,concat_42.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,16,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,He's kicking me!,1
Are you sure?,out_random/,concat_43.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,13,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Are you sure?,1
Then there is a problem...,out_random/,concat_44.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,26,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Then there is a probleme,0.92
"Oh, there's a butterfly!",out_random/,concat_45.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,24,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"Oh, there's a butternya",0.893617021276596
Hurry up.,out_random/,concat_46.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,9,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Hurry up.,1
It doesn't surprise me.,out_random/,concat_47.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,23,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,It doesn't surprise me.,1
For some reason I feel more alive at night.,out_random/,concat_48.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,43,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,For some reason I feel more alive at ntght,0.964705882352941
It depends on the context.,out_random/,concat_49.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,26,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,It depends on the,0.790697674418605
Are you freaking kidding me?!,out_random/,concat_50.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,29,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Are you freaking kidding,0.905660377358491
That's the stupidest thing I've ever said.,out_random/,concat_51.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,42,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,That's the stupidest thing I've ever sad.,0.987951807228916
I don't want to be lame; I want to be cool!!,out_random/,concat_52.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,44,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I don't want to be lame; I want to be,0.91358024691358
"When I grow up, I want to be a king.",out_random/,concat_53.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,36,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"When I grow up, I want to be a ktnc",0.929577464788732
"America is a lovely place to be, if you are here to earn money.",out_random/,concat_54.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,63,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"America is a lovely place to be, if you are here to earn rnoney.",0.976377952755906
I'm so fat.,out_random/,concat_55.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,11,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I'm so fat,0.952380952380952
So what?,out_random/,concat_56.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,8,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,So what?,1
I'm gonna shoot him.,out_random/,concat_57.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,20,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I'm gonna shoot turn.,0.829268292682927
"I'm not a real fish, I'm just a mere plushy.",out_random/,concat_58.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,44,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"I'm not a real fish, I'm just a mere phashy",0.942528735632184
I'm just saying!,out_random/,concat_59.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,16,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I'm just saytngi,0.875
That was probably what influenced their decision.,out_random/,concat_60.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,49,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,That was probably what influenced their,0.886363636363636
I've always wondered what it'd be like to have siblings.,out_random/,concat_61.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,56,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I've always wondered what it'd be like to have Siblings,0.972972972972973
This is what I would have said.,out_random/,concat_62.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,31,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,This is what I would have sad,0.966666666666667
It would take forever for me to explain everything.,out_random/,concat_63.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,51,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,It would take forever for me to explain,0.866666666666667
That's because you're a girl.,out_random/,concat_64.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,29,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,That's because you're a grt,0.928571428571429
Sometimes I can't help showing emotions.,out_random/,concat_65.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,40,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Sometimes I can't help showing,0.857142857142857
It's a word I'd like to find a substitute for.,out_random/,concat_66.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,46,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,It's a word I'd like to find a substitute,0.942528735632184
It would be something I'd have to program.,out_random/,concat_67.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,42,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,It would be something I'd have to program.,1
I don't intend to be selfish.,out_random/,concat_68.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,29,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I don't intend to be sedrsh.,0.912280701754386
Let's consider the worst that could happen.,out_random/,concat_69.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,43,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Let's consider the worst that could happen.,1
How many close friends do you have?,out_random/,concat_70.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,35,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,How many close friends do you ha?a?,0.942857142857143
"I may be antisocial, but it doesn't mean I don't talk to people.",out_random/,concat_71.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,64,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"I may be antisocial, but it doesn't mean I don't talk to",0.933333333333333
This is always the way it has been.,out_random/,concat_72.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,35,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,This is always the way it has been,0.985507246376812
I think it is best not to be impolite.,out_random/,concat_73.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,38,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I think it is best not to be impoute.,0.96
One can always find time.,out_random/,concat_74.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,25,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,One can always find trne.,0.92
"I'd be unhappy, but I wouldn't kill myself.",out_random/,concat_75.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,43,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"I'd be unhappy, but I wouldn't kill myself.",1
"Back in high school, I got up at 6 a.m. every morning.",out_random/,concat_76.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,54,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"Back in high school, I got up at 6 a.m. every mÅ·yning",0.953271028037383
"When I woke up, I was sad.",out_random/,concat_77.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,26,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"When I woke up, I was sad.",1
That is somewhat explained at the end.,out_random/,concat_78.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,38,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"That is somewhat explained at the end,",0.973684210526316
I thought you liked to learn new things.,out_random/,concat_79.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,40,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I thought you liked to learn new things,0.987341772151899
Most people write about their daily life.,out_random/,concat_80.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,41,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Most people write about their daily Me.,0.95
"If I could send you a marshmallow, Trang, I would.",out_random/,concat_81.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,50,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"If I could send you a marshmallow, Trang, I",0.924731182795699
"In order to do that, you have to take risks.",out_random/,concat_82.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,44,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,"In order to do that, you have to take nsks",0.953488372093023
Every person who is alone is alone because they are afraid of others.,out_random/,concat_83.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,69,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Every person who is alone is alone because they are afraid of others,0.992700729927007
Why do you ask?,out_random/,concat_84.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,15,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,Why do you ask',0.933333333333333
I am not an artist. I never had the knack for it.,out_random/,concat_85.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,49,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I am not an artist. I never had the knack for,0.957446808510638
I can't tell her now. It's not that simple anymore.,out_random/,concat_86.jpg,texts/eng_sentences.txt,en,100,False,False,False,False,51,False,32,1,jpg,0,False,False,1.25,False,1,False,2,0,0,-1,1,0,#282828,1.0,"(5, 5, 5, 0)",False,fonts/latin/OpenSans-Regular.ttf,,I can't tell her now. It's not that simple,0.903225806451613
